hand,S,H,D,C,HCP,opening
7D KS QH 8H 3S 7C 9S KH 9H 8D KC JS 2D,4,4,3,2,12,1C
7S JD 6H 7D JS 6S AS AH 6D 8S 8C 9D 3H,5,3,4,1,10,PASS
4C 5S 7H KC QS 8H 4D AC 4S 8C 2C 5D AD,3,2,3,5,13,1C
3S 6D QH 6C TS AD 7D KD 2D 4H TD JS 2H,3,3,6,1,10,PASS
7D TH KS KD AS 6S 4S JH QH 8C 8D QS TS,6,3,3,1,15,1S
QC 2D 9D 8H 5C 3H AS 9S 5S 4H 2S 3C JD,4,3,3,3,7,PASS
6C 6S AD TH JC 4S 2D 8H JD TC 5C 5H 4C,2,3,3,5,6,PASS
4D TH 7C AC 4S JH 7S QS KC 6C 7H KH TD,3,4,2,4,13,1C
AS JD 7S 6D 2C QD 9H 6S TS 7D 6C JS 9S,6,1,4,2,8,2D
5D KS 7D 3S 4S 4H TD 7S TC KC 2H 2S 7H,5,3,3,2,6,PASS
7S AC 3D 3C QD 6S KD TD JC 4D 7D 8S 2D,3,0,7,3,10,1D
5S 9D 8S 8H TS QS 2D QD AD 3H KC 2S 8D,5,2,5,1,11,1S
9C 7C 4C 4D TC 8H 6C JS 9S 3D 4H TS KH,3,3,2,5,4,PASS
AH 7H 3D 6C 2H 6H QS 5H 4S 7S 6D 4H 8D,3,6,3,1,6,2D
5H 6C 5S 4C 6H AD 6S 2C KH 8D 4H KC 2D,2,4,3,4,10,PASS
3C 2S 3D KH QC JH 8S 5H 7C JD 3S 3H 6H,3,5,2,3,7,PASS
3C 4D 2H KD 9S JD TH 5D 6D AH QS 7C 4H,2,4,5,2,10,PASS
AD 8H 2H 5D 7D TC 6C 4S 4D 6S 4H QD JD,2,3,6,2,7,PASS
7C 9H KS 5H JH JS 6H 7S 7D KH KC 2H 6C,3,6,1,3,11,1H
JS 7C 8D QC AH QS 7S 6H AD 4H TH JD 5S,4,4,3,2,14,1C
QD 4C 3H 3S 5D AC KH 9H 8C AH QS 5S 8H,3,5,2,3,15,1H
7C 7H QC 6S AH 9D JH 7S 6H 9S 9C JS 8H,4,5,1,3,8,2C
QC 6S 7S 6D 8D 5C 8S 8C 5D 4D KS 3C 9S,5,0,4,4,5,PASS
QH 9D KH 7H TC TS 6D TH 4C 5S TD 3H 8C,2,5,3,3,5,PASS
8S 5D 7C 4S 9H 8C AS QH KD 4H 9S 3S AH,5,4,2,2,13,1S
2S TS TD 3D JD JS 2D 6C 8H 4H QD AH KD,3,3,6,1,11,1D
3C 6C 5H 3D 9S 8C QH KD 2H KS AC AH 2D,2,4,3,4,16,1NT
8D 7C 2S 4H 3H JC 3S AC 6C 9S QS 8S TS,6,2,1,4,7,2D
JH TS 8H 3C TC TH 4C 2C 4S 2D 9C 3H 5H,2,5,1,5,1,PASS
AS JS 2C 3S QC TC 3D 8S KS AH KD JH TH,5,3,2,3,18,1C
9H QC JH 5D 4D 3S QS 8S 6C 2C 9S 6S KS,6,2,2,3,8,2D
7S KD 3S 7D TS JD 2C 2S AD 4C QD KH 3H,4,2,5,2,13,1D
9H QS 3C 5C QC 7S 4H 7D 7H 2C KS 4D TH,3,4,2,4,7,PASS
5S 9S 9H TD 2C QD 6H 2H 5H 3S 7D AS 3H,4,5,3,1,6,2C
TH 2C 8D JH TD 7S 9D 9C 2D 8S JC QS 5S,4,2,4,3,4,PASS
7D QD 4H 7S QH JH 2C KS 9C 3H 2H 5C 9S,3,5,2,3,8,PASS
4D JD KD 4C AD AH TH 8H 3C 9C 7C JS 9S,2,3,4,4,13,1D
8C 6H 9D 4D 3C QD 3D 6S 8H 5D QS JD KC,2,2,6,3,8,PASS
QD 4D 4C 9C 8H 3D 6H 8D 6D TC 2H 8S 7S,2,3,5,3,2,PASS
2H QD TC KS 8H QS JC KD TH 7H 9C 3H 2S,3,5,2,3,11,PASS
9C 9D 2C 2D 2H AD TH 7D 7S AH 4H 6H 8S,2,5,4,2,8,PASS
8D 8C 3S 9D QH 9S 6C 6S 8S 3H 4H 7D 7H,4,4,3,2,2,PASS
TS KH 4S TH TD AH 4D 8D KS QH KD 4H JH,3,6,4,0,16,1H
2H QH 2C 8S 2D JC TD KS AS JS 6D 4C TS,5,2,3,3,11,PASS
8C 5H TH 3S 4C 2S 4D 7S 8D JS 7H JC 5D,4,3,3,3,2,PASS
TD 2D 8H 2S 5C 6D 4H JS 9H TH 7C QD 2H,2,5,4,2,3,PASS
QS 6C KD 3C 2D 7S 5H TD QD 6S 4D 3S 7D,4,1,6,2,7,PASS
2C AC 8C 9H 4D 5H KC QH 3D 5D 2D KD 6C,0,3,5,5,12,1D
AH 4D TH 6D 3H JD 5H JC 8H 6S 2H JS 7H,2,7,3,1,7,PASS
4S QD 9S 6S JC 7D 8S 5S 2S 6H TH JS AH,7,3,2,1,8,PASS
KD 5C 3H 6H KS 3S 9D TH QH 3D QS 6S QD,4,4,4,1,12,1D
JD 5S 9H JS 5H 9C 7D 3D QH TS 2C 7H 8C,3,4,3,3,4,PASS
QH QS JH 2H 4C 7S 4H 3D 8S 2S TD TC JC,4,4,2,3,6,PASS
AC 9C 3S JS 9H 5H 6S TS 5C 8D JD 8S 2H,5,3,2,3,6,PASS
JC 6S 8S 9S 9H 8D 2S KC 4S 2H AH TH QD,5,4,2,2,10,2C
AS 3D 2S QS JH 4D 5D 7S KH 6H JC KD 9D,4,3,5,1,14,1D
3S 8S TH 6C JD AC 7D 8C KD 3H 6H TC KH,2,4,3,4,11,PASS
6H 6S 7H 4S 4C 8D AH KH 9S 6D KS TH 5H,4,6,2,1,10,1H
KH AC 9S 6H 6C KC 5H 9H TS TC 4H 7S AS,4,5,0,4,14,1H
6D KS 6C 8H 9C QS AS 2D 6S 5S 9S TH JS,7,2,2,2,10,PASS
KC 3H 9H 7C JH JD TH AD 5S JS 4C 8D 3C,2,4,3,4,10,PASS
KD 3H 6S JH 6H 9S JC AC 5S JS 8C 5D QD,4,3,3,3,12,1C
3S 3C 5S 2H 2D 4D 6D 6S 5H KD 5D JD 9D,3,2,7,1,4,PASS
JS 3D AH KC 7S 7H QS 2S KH 2H 4S 8C QD,5,4,2,2,15,1S
KS AH 3S 6S KC 2C JS 5D QS 7D AS QC 8H,6,2,2,3,19,1C
AD 5H KH 5D 9H AH 2S 3D JH TH TC 9D 7H,1,7,4,1,12,1H
4D 3D 8D 3C JC QH 8S 4C 6C 5C QC 6H KH,1,3,3,6,8,PASS
TC 7D 9H 8H 9S 5S TS 7C 3S AC 3H JC KD,4,3,2,4,8,PASS
TD 6S 4C 7C JH KC 9H QH 5D JD 7H 9S 3D,2,4,4,3,7,PASS
AH 8C 9C 8S JD QC 2C 9H 5H JC KC JH QS,2,4,1,6,14,1C
8C 5C 4H AC JS TH KD TD TC 2D KS 9S 3C,3,2,3,5,11,PASS
JH 5D 2C 2H 3D KD 8C QD 9D AD JS 7D 3S,2,2,7,2,11,1D
3S KC 6C JD 9S 2H 2C 7S 8H 9H QH TS AH,4,5,1,3,10,2C
9H 7D 2D 9D QD QH JS AH TC 6S 4C 5D 7H,2,4,5,2,9,PASS
2S QH 5H 5C JD 6C 9D AH 6D 2C TH 2D 2H,1,5,4,3,7,PASS
9S QD KD 2C JH TC 7C 4D QH 5H KC 2H TD,1,4,4,4,11,PASS
QD 6H QC AH 9D 7D 8S 6D 3C 9H 2S KC AS,3,3,4,3,15,1NT
9S 9H AD 3D 4H QC 6D 3H 2C 4S 5H TS JC,3,4,3,3,7,PASS
9D 9C QC TH JD QS TC 7S 2D 7H TS 8C AD,3,2,4,4,9,PASS
8S AH 8D QS 4D QD 5C JC AC JD 9H KH 7D,2,3,5,3,17,1NT
8S 2D 7D 9S 9C 7H 3D JH JS QH AS 4C 4H,4,4,3,2,8,PASS
7S KC 4C KH 5C JC QC 6H 9D JS 6D JH 8D,2,3,3,5,11,PASS
3H 8D 9C 3D 9S KD QS 7C TH 5D QD 5H 6S,3,3,5,2,7,PASS
7C 3D QH 4S 8S 5C 9C 9D KH 5H 7H 6H AD,2,5,3,3,9,PASS
9S 6H 7D 4S 3H 7H 6C QS KC 2S 9D 4H TH,4,5,2,2,5,PASS
7D QD AS 9H TH 4H QC 8S 5D 7H JC 9S AC,3,4,3,3,13,1C
9H 9C 2D 2C AD 3S KC TD 3H AC 2H 3D 3C,1,3,4,5,11,1D
TH 9S 3D 6C JC KD TD 9C 4H 9D 7H 5D KS,2,3,5,3,7,PASS
JS AH JD KC TC 9D AD 6D 3S 6H 2C 7H KS,3,3,4,3,16,1NT
QS 4C 5H 4S 2S TC 9S 2C 8C AD 5C 7H QD,4,2,2,5,8,PASS
KH 5S 6D 7D 8H 2S JS 4D AC TH KC 6S 5C,4,3,3,3,11,PASS
QC AH 7C TC JC 4H 2D 6H AC 2H 3C QH 7S,1,5,1,6,13,1H
JC 7D 9H 6S 9D 5H 9S 8S QH 5D 2S TD 2C,4,3,4,2,3,PASS
9H 8D 7S 9C TS JS QC TC 3S 3H JH 6S QS,6,3,1,3,6,2D
TD 5D 9H 4H 6H 9D 5H 2H 5S 4C 8S 2S 9S,4,5,3,1,0,PASS
4D 9H TC 5H KS 8C 7C QS 5C AS 7S KC QD,4,2,2,5,14,1C
7H 3H QC AC TC JC TS 9H 6S 8D 8C 5C 5D,2,3,2,6,7,PASS
AC 4S 4H 8D TH 5D 3D 6C 4C 8C 6D QC KC,1,2,4,6,9,PASS
JC 2H 4S 5H 2C 5D KD 4D AC 9S TS 6S 8H,4,3,3,3,8,PASS
9D KH 3S 3H 5D 8C QH JH AD KD 6S 3C 7S,3,4,4,2,13,1D
7C 7D 2S AD KH 5C 4C JC 4D 3C TC 2H 4H,1,3,3,6,8,PASS
2D JD JC KD JS 3H 8H 6C JH 7S 2H TS TD,3,4,4,2,7,PASS
2D 8S 4C 3D 4S 9H TD 6D TS QC 3S 8H 5D,4,2,5,2,2,PASS
AC KS KC AS 5S AH 4C 4S 9S 5H 9C 5D JD,5,2,2,4,19,1C
9C 9S TC 5H KH JS 9H 2H 7S AH 6C TS 7C,4,5,0,4,8,2C
QC TH KD JS 6H 7H 9D TC JD QS 8C AH 4S,3,4,3,3,13,1C
9D 9H 3H 8H 8S QS 5H TS 4C KS 9C 4D TH,4,5,2,2,5,PASS
AH 8C 7D KH QS TC TD JD QH JC 2S 4D 5C,2,3,4,4,13,1D
AC 9C 9H AS 7H 2D TC QD 3D JC 4C QH KD,1,3,4,5,16,1D
JH 5H 4S 7D TH 5C 6H 2S 8C 3D 9D 8H JD,2,5,4,2,2,PASS
JH 6D 8H 5C 9C 3S 5H TC 8D 4H 7S 6S QS,4,4,2,3,3,PASS
3H KC 8S 5S 4C TS JC TD 3D JS 8D 9S JD,5,1,4,3,6,PASS
3S 7D 9H 8S 4D AH 5D 6C 6D 5S 4S 5C KH,4,3,4,2,7,PASS
AC TD 7D AD 2C 4H JC TH 5H 8S 7S 3S 5D,3,3,4,3,9,PASS
KD 5H 3S 7D JC 6C KS 2D TH QH 5D AH JS,3,4,4,2,14,1D
9S AH TS 4C JS 4H 9H 6C TD 6D 7D KS 5D,4,3,4,2,8,PASS
3S QD 7D 5H 9S 2H AH KS 8C KC 2C QS TD,4,3,3,3,14,1C
3D JD 7C 6C TD 5D 9S 9C 7S 8H 8C KC TH,2,2,4,5,4,PASS
3D 2C 8H 3C QC 2H AS 5D 2D 5H TC 4S 7C,2,3,3,5,6,PASS
TS QH 3D 5C 6H AH 3C 6D 3H 6C 8H JC JD,1,5,3,4,8,PASS
7C 4D QD 3S 7S AC 8S TH 5H 9C 4S JD JS,5,2,3,3,8,PASS
3D TH 2C AH 7S 9C KH 5S 9H QC 6D 4H AC,2,5,2,4,13,1H
5D 9H TD AC 8D 7S 5C 5H 4C 4S AS KC QS,4,2,3,4,13,1C
9H 5S 8S 5C 4C 3S TD 3H AD AH 7D KC 6H,3,4,3,3,11,PASS
KD 6D 3C 5C 2D 3D 8S AD JH JC 6S 8C 5H,2,2,5,4,9,PASS
AC JD 9C 6C AD KS AH QD TS AS 7D QC JC,3,1,4,5,25,1C
3D AS AD 2C JC 6D KH TC 5D 3H 6C 7H 6H,1,4,4,4,12,1D
6D QH TS 7S KC 4C 6H 2S 3S AS JS 7D 2D,6,2,3,2,10,2D
TS 5C 7C 7S AS 5H 7H AD 8D QC QH KS 4C,4,3,2,4,15,1NT
6C 7S QH AD 8S 5S 5D 2C JH 9D JS 8H AH,4,4,3,2,12,1C
JH 5S 2S 5H TD 8C 7D 7S 9C QH TH 3D 2C,3,4,3,3,3,PASS
7H 8C AS 3S 3H KD 6H KS JS QS 5H 4C 9D,5,4,2,2,13,1S
8S 9H JH 7D 2H 4C 2C 5H 5D AH 8D AD 9S,2,5,4,2,9,PASS
7D 3H TC 2H 5C AS 9H KD 7C TD KH 5D 8S,2,4,4,3,10,PASS
2S TC AC JS QS 9H QD QC 3C 2C 2H KD AD,3,2,3,5,18,1C
6H TD 8H AD 5D AS 7H 3C 8C 3D KD 5H TC,1,4,5,3,11,1D
6H AD AS 3S KS 6S 3H 8C JH QS QC 9H 5H,5,5,1,2,16,1S
3H 9C 6H TC 8C KC 8S 6D 5C 7S 7H 4H 2S,3,4,1,5,3,PASS
JD 8D TH KS TS AH TD 5H 2S 7D JH 3D 9D,3,4,6,0,9,PASS
TS TD 9D JS 4S AC 7C 2C 8H 9H 7H 2D KH,3,4,3,3,8,PASS
4H 9H KD 5C QC KS QD 4S 8S JS TH 8C 9S,5,3,2,3,11,PASS
2H KC QC 9S AH 9C 6C 6D 8S AC 5D TC JS,3,2,2,6,14,1C
JH 7S KC KD 8D 3S 6C 2H 7C 6H 4S 3H QS,4,4,2,3,9,PASS
AS 7H KH 8D 4S 3C 9C 9D 7D QH 8C 7S AD,3,3,4,3,13,1D
3H TS 2C AD JC 6C AH 3D KD 9H QH JS QS,3,4,3,3,17,1NT
JH TH 3D 3H 7C QC 7S 8D KC 9D 3C 4S KD,2,3,4,4,9,PASS
KS 3H JC 4S 9C 9H 4H AH 3C JD 2S 2C 9D,3,4,2,4,9,PASS
TH 2D AD 6S QD 3C QS 6H 2H 8H 3D 7H JS,3,5,4,1,9,PASS
8S 3H 4S 6S JC 7D 7S TC AS JS JD 3C 5S,7,1,2,3,7,PASS
3D 2S TD 9H AH 2D TC TS 9D QC 4S QD 9C,3,2,5,3,8,PASS
4H 8C 7H JS 2D 9S 6H AC 5D AS 9H 6D 7C,3,4,3,3,9,PASS
3D TC 7D JD KC 8S TH 2S 7S 9C 3H 2D 2H,3,3,4,3,4,PASS
QS 4C 3D KH QH 8C JS JD 3C TD QC AC AD,2,2,4,5,19,1C
5C TH AS JC 2H 8C AC 8H AH QS 9S 7H 6H,3,6,0,4,15,1H
8D 7D 6C KD 8C 9S 5H 2C 4S 4C 8S 5S KS,5,1,3,4,6,PASS
5H 3C 9S JS 9C 6H AS 5C 3S QH 6C TD JD,4,3,2,4,8,PASS
TH 3C 9C JH 2S AS 6H QD 6S 5C 4D 3D AC,3,3,3,4,11,PASS
7S QH TH KC 4S 9H 5C 4D 2S AS QC TC 3S,5,3,1,4,11,1S
3S 6H 3C 6C 5H JS KC 7D JC 3H 7H 3D QS,3,4,2,4,7,PASS
JD JC TC 9H 5H JS AH KC 2C 7C 2H 7D KH,1,5,2,5,13,1H
JD 8S 7S AD 4S TS 6D TD 8D 5S 3S QD 6C,6,0,6,1,7,2D
KD 8D 2S 9H 9S KS 9C 3C AH AC 5H 7C 7S,4,3,2,4,14,1C
8H 4H TC KC AC 8S 2C 4S KD 8C 2S 4C 7C,3,2,1,7,10,1C
6S JC 4C TS 3D 2H JS 7C 7S KC 2C QC 3H,4,2,1,6,7,PASS
3H 5S AS TC 4H 2C 2H 3S 7S 9H 6C 9S 7C,5,4,0,4,4,PASS
JD 2H AS 5S 5H 3H 6D QC 3S JH 6S JC QD,4,4,3,2,11,PASS
TH JC 9S 8H 6D 2H TS KD 3S TD 3D 5S 7D,4,3,5,1,4,PASS
5S QS 8H 9S 6D 2H 5D TC AD TH KC 6S 8C,4,3,3,3,9,PASS
9D TS 2C KC 6H 9S KS 5C 5D KD 9C 4D JH,3,2,4,4,10,PASS
8D 5H AH TH KC 6H KD 3H 8S AC JS 9H 2D,2,6,3,2,15,1H
8H 3H JS 4C KD 2C QC 2H 5S KC 6D 9C QD,2,3,3,5,11,PASS
JH 6S KH AC 9C 6H QH TH 9H AH 8D 2H 4C,1,8,1,3,14,1H
2S 5S AH 7S 8C 7H 9C TC JD 8S KD JC JH,4,3,2,4,10,PASS
8D 4D 9S AC 8S KH TH 6D 7H 7C QH 4C 7D,2,4,4,3,9,PASS
5H 5C TD 6H JS 7S 4C 8S 3D KH TS 2S 4D,5,3,3,2,4,PASS
KH 4C 9H 4D 8D 7C 3C 4S 2S JD 7D QH 2C,2,3,4,4,6,PASS
8S 9S 2S 5C 3D TD 7S 6C 3S 8H TC TS 9H,6,2,2,3,0,PASS
QH 3S 8S 7H JD 5S KH JS 3D 9D 9S QC 5C,5,3,3,2,9,PASS
TC 7C 9D 3D 5H 9H 9S 4H KC 8S 8H 6S 3C,3,4,2,4,3,PASS
6H 8S 5D JC 6D 5C JD TS 8H 7C AS 2D JH,3,3,4,3,7,PASS
3S TS 6H 6D 4S 7S 7D TD 9C 9D AH 2C JC,4,2,4,3,5,PASS
AH TC 8D 7D TS 3H 5H JC 2D JS JH 7S KC,3,4,3,3,10,PASS
6S JH 3S TC 4H 5C 7S 4D 5H 4C JC 3D 9D,3,3,3,4,2,PASS
4S AS 9S 3S JC AC 3D JS 2D TH 5H QD 4C,5,2,3,3,12,1S
AS 7D TD 4D 2H KS 5D TC 3S JH 6H 4C AD,3,3,5,2,12,1D
KC TS AH TH QD AS 4S 8D 3S 8S 2S 9H 2C,6,3,2,2,13,1S
3S 7S 2D 5H 7C QD 8H 2C JH JD AH 7H 4D,2,5,4,2,8,PASS
TD 4D 9D 6C QD 9C 5D 6S 2D 7D AS 2H 6H,2,2,7,2,6,PASS
3C 3S 5C AC TS QH 3H QC KS 6H QS 2D 7C,4,3,1,5,13,1C
QS 5S QD 3S 4H 4D 9H KS 5C QH 8H TD AD,4,4,4,1,13,1D
TH 9H 6D TS 9C KC 2D QD 7S AH 3H 5H KS,3,5,3,2,12,1H
4H 3H 8S JD 5S 5D 7H 8H 2D 6C 6S KC 7S,4,4,3,2,4,PASS
AH 2H TD 6H KC TH 6C 5C KD 3H AS 4H 3D,1,6,3,3,14,1H
8S 3C QC 9D 3H KD TH JS 9S 5D 9H AH 6S,4,4,3,2,10,PASS
2H KD 9C 4D 3C KH 9D 6C TD 3H 8D TH 5C,0,4,5,4,6,PASS
3C 2S 3S 7H 6S 3H TH JH TC KH QS 5H 8D,4,6,1,2,6,2C
AC 7C JC 3H 4S 2C 9S AD 8S TC QD 2D 3D,3,1,4,5,11,1D
5H 9C KH 4S 4C JD KD 3S TS TH QS 5D 3H,4,4,3,2,9,PASS
QS AH 5S 9D QH 2H 4H 9C 7S KS TH 9H 9S,5,6,1,1,11,1S
2S 3C KH 3S QD TH 9S 5C 9H AS 8S 6C KC,5,3,1,4,12,1S
7C 4D AC KS 9C 2H TH KC 3H 7D QH 4S 2C,2,4,2,5,12,1C
TH TD 6C QD QC 3H 2D QS 2H 4H AD KC 3D,1,4,5,3,13,1D
7S 6D 9D KS 4C TD JH 9H 2S 4H 3H JS 4S,5,4,3,1,5,PASS
KS AC JS 8S 4C TS 5C 9H TD 3C 6C KD 5D,4,1,3,5,11,1C
JH 2C KS QH TH 7S 2S AD AC 4H 6S KD 9D,4,4,3,2,17,1NT
AC 3D 2S AS TS JC 4H TC KC QS 9C KH 4C,4,2,1,6,17,1C
4S 8C TS 3S TD TH QD 5H 6C KD 2D 4H 7S,4,3,4,2,5,PASS
2H KC 8C 3C 6D QH JD 7D KS 2C 9C 7H JH,1,4,3,5,10,PASS
8C 6S 7H QC 4D 6H TH 3D 9C AC 4C 4H 3C,1,4,2,6,6,PASS
6D 9H JC 3H 9C KS 2S KD 6H TD TS 3C TC,3,3,3,4,7,PASS
9S TC 7D TD 7S 5D 2H 7H 3S QC 3H 9C QH,3,4,3,3,4,PASS
QC 4C 9C 6H 7C 2D 9H 9S AD 5C 8C AC KC,1,2,2,8,13,1C
9D 2S KH 6S 4D TH KD QC AS 6H 9S 2C 5H,4,4,3,2,12,1C
AD QH 5S 6D 3D 5D TC TH 8H 2D 8S 7S KS,4,3,5,1,9,PASS
KC 9H 4S 4D 6D QS 4C TH 2S 3D TS 8D KD,4,2,5,2,8,PASS
8C 3H KS 3S AS 8S 2H 6H QD TS KH 5S 8D,6,4,2,1,12,1S
3C 3S AS 7D JS AH 8D 2D KD TD 8H 6S QS,5,2,5,1,14,1S
QS KC 4C AC 9C TC QH 4S 4H 6D 3H 8C 3S,3,3,1,6,11,1C
7D 5S 5D 2S JH 6S 6D 8C 7H 4D TS 9D 3H,4,3,5,1,1,PASS
QC 6D TC 4D 4S TS KS 3S 9S JH AC 7D 7S,6,1,3,3,10,2D
8D AC QS KC 4D 7C 2S 2H 9C 4C 5C 5S 6H,3,2,2,6,9,PASS
8H KH 2H QD 5H QS 7H 7S JC 5S 9H AD 6C,3,6,2,2,12,1H
2H 4S 4C 7S QC JS TS AC 9D 3H 5D 2C 4H,4,3,2,4,7,PASS
7S 6C AD JC 2S QH TD 5C 9H 4D KH 2D 7D,2,3,5,3,10,PASS
TH 6H AS 7S TC 3D 7C JC 6D QD 5C QH 5H,2,4,3,4,9,PASS
KS AS 5H 2H 8D JH 7S 7H 4C 8C 8S 4D 5C,4,4,2,3,8,PASS
5S 9H 9S 7S QS 4D KH AC 6D 9C QH 3C AH,4,4,2,3,15,1NT
JC 3C KC 2D 5S 3H AC JD 2C 6C TS 8S 6S,4,1,2,6,9,PASS
3D 5C AD TH QD 9H 7D JC KD 9C 5S 5D AC,1,2,6,4,14,1D
3S 6C KS AS 4D 8D TC 2H 8C QC QH TH 9D,3,3,3,4,11,PASS
6D 2C KS 4C AD 8H TS 2S 9D 2H KH QC 8C,3,3,3,4,12,1C
TD 4H 8S 6S KS 8C 7H 2D 7C 3H 8D 4S 5D,4,3,4,2,3,PASS
JH 7D KD 5C QH 3C 7H KC QD JS 2H 2C 6H,1,5,3,4,12,1H
4S 9D TC 7C 7S JD QH QS 4D 9S 2D 9H KC,4,2,4,3,8,PASS
9D 6H 2H 5S AH TD 2C 3D JD 4H 2D 5H JC,1,5,5,2,6,PASS
TD JD TS 3D 8C KS 6D 6H 8S 6C 5H 3C KH,3,3,4,3,7,PASS
QS AS KS JC QD 4C 3D 2D 2H JS 7S 8S 5H,6,2,3,2,13,1S
JH 5H 4C 6C 4H KS AD JC 3D 6S AH 8S QC,3,4,2,4,15,1NT
4D 5D 8S KH QD 6D 5C 6S JC 9H TS QS 5H,4,3,4,2,8,PASS
AD 2D 3D 4C 5D 7D TC QD AC 8H 4H JH QS,1,3,6,3,13,1D
9H 5D TH 6D 8S TS 6S QD 4D 2S 3C 8H 7C,4,3,4,2,2,PASS
9C KC 4C 2D KS 6C 8S 5H 3D JC JS AH 8C,3,2,2,6,12,1C
9C 9D 7C JS 6D KD 5H 4C JC 3H 3S 4H 7D,2,3,4,4,5,PASS
AD 6S 4H KC 9D QH TH JC JH 4C 9S 9H 5D,2,5,3,3,11,PASS
JC TH JD QH 3D JH AC 2H KD KC 3C 2S 2D,1,4,4,4,15,1D
KD 4H 2C 8H 8S QH KH 5C 7C 6D TD 2H 6C,1,5,3,4,8,PASS
JH 7S 2D QC 9S 9D JS 8S 4D KS 4S 3H 5H,6,3,3,1,7,2D
KD 5D 6C 7D TH 9D QC 6D JD 2H KS 3D 7H,1,3,7,2,9,PASS
2D 5D AD 7S 2H 7D QD QS 7C AC 4D 6C 4C,2,1,6,4,12,1D
KH 7D 3D 5D KC TH AC TS 6C JD 5H 5S 4S,3,3,4,3,11,PASS
7H 4C 5D 5H 5S QS QC 8C 6S 6D 3C 6C 2H,3,3,2,5,4,PASS
6S AD KS 6C 8D 7S 4S 5S QH QS KC TC 2H,6,2,2,3,14,1S
AS AC 8S QD 8H 6S KC 6C QS 3D 2C 6D 9D,4,1,4,4,15,1D
QS JS KH TD 6C KD 3C 5H 8C 9S 2S AD KC,4,2,3,4,16,1NT
7C TS 2D KH TH TC 4S 4D 5S AS 9H 3C QD,4,3,3,3,9,PASS
3H 5S 6D AH 5C JH TH KD 6S 8S 2H 2S 6C,4,5,2,2,8,2C
4H KC 2S 2C 3C 3S 7D 2D 5D 4C TS QH TD,3,2,4,4,5,PASS
4S 5H 3D 8S 6C 3C QH AS KS TC 7S KC 2H,5,3,1,4,12,1S
2S 6C 6H 4H QC 5C 7D 6S TC 2D 4S JD 8S,4,2,3,4,3,PASS
9S 4D 6S 3H AC TC 8H 4H AS 3D JC 9H TS,4,4,2,3,9,PASS
7C TH 2S AC JD QC 8H 3C 4C TC 4S 6D 3D,2,2,3,6,7,PASS
3S 2S QH 5H 8H 2C 6H JH KS TS AD 7C AS,5,5,1,2,14,1S
6S 5H 9H 7D 3C 8H JS TH 6D 8C QS 5D 2C,3,4,3,3,3,PASS
8H TD JC 9S 3C 4H 3H TC 2H 9H 5S 8S 3D,3,5,2,3,1,PASS
2H AH KD 9S QH 8C 5S JD AS 6H 5D 7C 8S,4,4,3,2,14,1C
8C 8S 7H KC JC JH 9C AH QC TC 2S JS 9H,3,4,0,6,12,1C
2C 7C 5D AH 8H 3H JD KD TS KH 8S 5H 5C,2,5,3,3,11,PASS
2H TD 8D AD AC 6D 4D 5C 7H QC 7D TH 3D,0,3,7,3,10,1D
7D 8D 6D AD QC 2H 8S 2D TD 5D 3C 4D 6S,2,1,8,2,6,PASS
9S 9C 8H 7H KC 4D 8S 2S 9D 6C 7S 7D QC,4,2,3,4,5,PASS
9S QD 3D AC 9H KH AH 2D 8H AD 4C 5H 6C,1,5,4,3,17,1H
2H 6S 7S 9C JS 4C TH 3S 6C JD TC 5S 6D,5,2,2,4,2,PASS
7S 7H QS QC KD KC TH 4H QH 4C 8C AD 9D,2,4,3,4,16,1NT
9S AH QS 4S 3C 7H KH JD KS AS QH 6H QC,5,5,1,2,21,1C
2S 8S JS 3H KH 6C QC 4D 3C 6H AD 9S 7S,5,3,2,3,10,PASS
KC JS 9H 3H 6C 6S 6D TC 4D AH 3S 3C 7D,3,3,3,4,8,PASS
JS 5D 5C AS 3D 3C 4S 4H QD 8H JC QH 8S,4,3,3,3,10,PASS
QS 2C TC 2D 8S AD 7C 5D KD 3D JS 5S AH,4,1,5,3,14,1D
8D KH TD KD 8C JD KS 5D 5C KC 9H 5H 9S,2,3,5,3,13,1D
9C QD 6S KD QC 7S 4D 3S 8H 3D TS KC JC,4,1,4,4,11,PASS
QD 8D 2C QC KS 4D 9D AC 5D 6D 3C 7S 2S,3,0,6,4,11,1D
7C JS QD 7S 2H AD 4S 4D 2D TS 9H 2S QS,6,2,4,1,9,2D
9H 5S 8C 7H 6H 4H QD 3H 8H 8D JC TS KC,2,6,2,3,6,2D
3S 7D QD 8D JC 4C QS JD KH 5D 3C 2S JH,3,2,5,3,10,PASS
TC 5H 6S JH 7D KD 3S 8H AH 9S 8D TH AC,3,5,3,2,12,1H
9C TH AH 2S TD AS 7S KC JD 7C 3C AC 3H,3,3,2,5,16,1NT
TS 3D 9H 3H KC KH 8C JS KD TD 3C 7S 8S,4,3,3,3,10,PASS
3D 4H 9D 3H TH AC JS 6C 7D QS 8H JC KS,3,4,3,3,11,PASS
4H TC 3H 3C 6S 6D AH JS TS 8C 6H 2H 8S,4,5,1,3,5,PASS
6C KD 4C TD JC 5S 4D KH 9D 6D QS TH 9H,2,3,5,3,9,PASS
AC 5D AH QD AS KC QH TH 7C JS 4H JC 5C,2,4,2,5,21,1C
